simulation,segmented_fraction,mean_region_area,median_region_area,separability,connected_components,threshold_instability
46903.0,0.0495174,0.507807,0.0135583,0.0329061,0.0898791,0.306332
46904.0,0.131681,0.0529778,0.704315,0.0140186,0.0797641,0.0172426
46905.0,0.0516151,0.0202457,0.077795,0.109662,0.100712,0.639971
46906.0,0.306144,0.0420308,0.0762705,0.00267388,0.364693,0.208188
46907.0,0.228344,0.136263,0.238524,0.24984,0.0844326,0.0625961
46908.0,0.0807169,0.00483883,0.462307,0.20072,0.0185624,0.232854
46909.0,0.0403703,0.343175,0.303425,0.199973,0.00356871,0.109487
46910.0,0.0780532,0.147386,0.225051,0.0578421,0.30914,0.182528
46911.0,0.132958,0.472618,0.0476705,0.15579,0.0311393,0.159824
46912.0,0.405682,0.0378915,0.0149269,0.376658,0.0290505,0.135791
46913.0,0.147714,0.0865483,0.170932,0.22065,0.25549,0.118666
46914.0,0.522004,0.0886527,0.0657106,0.0314857,0.0409342,0.251213
46915.0,0.317658,0.146792,0.0364277,0.146649,0.342655,0.00981832
46916.0,0.106818,0.304227,0.183248,0.147944,0.023217,0.234546
46917.0,0.236575,0.111784,0.00489618,0.111279,0.495714,0.0397527
46918.0,0.0423684,0.187927,0.0731376,0.382,0.295692,0.0188742
46919.0,0.330047,0.126458,0.0286074,0.0617774,0.254327,0.198783
46920.0,0.442859,0.00574259,0.0794711,0.023989,0.290324,0.157614
46921.0,0.120641,0.0108333,0.333912,0.00393824,0.509329,0.0213462
46922.0,0.450599,0.0981678,0.194861,0.0901486,0.116607,0.0496164
46923.0,0.137879,0.113861,0.441195,0.234966,0.0685328,0.00356558
46924.0,0.386596,0.0368843,0.0262655,0.352812,0.0495271,0.147914
46925.0,0.0740499,0.318803,0.132748,0.0807269,0.271528,0.122144
46926.0,0.182885,0.029137,0.178125,0.212025,0.262005,0.135823
46927.0,0.173339,0.116826,0.117876,0.0675379,0.0351983,0.489222
46928.0,0.0238115,0.0752516,0.391551,0.1254,0.0732033,0.310783
46929.0,0.17518,0.103861,0.137904,0.559814,0.00313132,0.0201097
46930.0,0.151409,0.0222443,0.0140022,0.31614,0.243322,0.252883
46931.0,0.128055,0.230261,0.103397,0.028245,0.307207,0.202835
46932.0,0.572558,0.0614189,0.150686,0.155712,0.000467903,0.0591568
46933.0,0.0579424,0.0630726,0.205184,0.0772644,0.0708653,0.525671
46934.0,0.331993,0.186808,0.188772,0.178235,0.0670912,0.0471001
46935.0,0.473935,0.0431429,0.00623578,0.169268,0.200445,0.106972
46936.0,0.393041,0.272069,0.0852399,0.0961632,0.112743,0.0407437
46937.0,0.0350654,0.069385,0.601901,0.0991729,0.177795,0.0166799
46938.0,0.0813832,0.190072,0.00343248,0.4069,0.010156,0.308057
46939.0,0.202351,0.0213638,0.0702407,0.0915996,0.603246,0.0111992
46940.0,0.249641,0.225929,0.156561,0.0567837,0.17508,0.136005
46941.0,0.436311,0.249927,0.189621,0.0322002,0.0617497,0.030192
46942.0,0.400835,0.148495,0.153726,0.0636181,0.0844226,0.148903
46943.0,0.234119,0.135916,0.415126,0.0471872,0.112239,0.0554127
46944.0,0.329907,0.0483498,0.111391,0.0600645,0.315239,0.135049
46945.0,0.274126,0.143961,0.00731676,0.232567,0.194639,0.14739
46946.0,0.211294,0.0795599,0.218132,0.0225762,0.378187,0.090251
46947.0,0.161694,0.321171,0.0283942,0.0401715,0.23664,0.21193
46948.0,0.0107451,0.0106581,0.052619,0.00802704,0.570303,0.347648
46949.0,0.0258446,0.0924187,0.355731,0.0273124,0.371778,0.126915
46950.0,0.514581,0.03919,0.0509248,0.0833681,0.0194684,0.292468
46951.0,0.0157071,0.0176068,0.0440976,0.322178,0.470931,0.129479
46952.0,0.0952863,0.227634,0.0433615,0.236329,0.0205079,0.376881
46953.0,0.0499026,0.0852521,0.0247243,0.0839183,0.122534,0.633668
46954.0,0.0845624,0.0983491,0.274743,0.188924,0.056716,0.296705
46955.0,0.100762,0.0910292,0.068692,0.132516,0.0896011,0.5174
46956.0,0.0684679,0.051811,0.385007,0.0391717,0.16657,0.288972
46957.0,0.0267797,0.0674171,0.0669417,0.389672,0.00135897,0.44783
46958.0,0.240413,0.016815,0.204895,0.190972,0.0294881,0.317417
46959.0,0.144115,0.348417,0.156417,0.180557,0.111772,0.0587222
46960.0,0.284946,0.140417,0.297359,0.0461023,0.226614,0.00456142
46961.0,0.353196,0.0564275,0.0408875,0.174968,0.373529,0.000991353
46962.0,0.0334731,0.115403,0.0207805,0.010489,0.51526,0.304594
46963.0,0.285052,0.132495,0.315076,0.051381,0.110621,0.105376
46964.0,0.236079,0.179488,0.0863693,0.202153,0.292149,0.00376152
46965.0,0.112109,0.105246,0.198082,0.00560544,0.365246,0.213712
46966.0,0.0931389,0.412819,0.250111,0.181769,0.0317526,0.03041
46967.0,0.213141,0.073877,0.0902802,0.198781,0.0510498,0.372871
46968.0,0.126514,0.268848,0.166201,0.0618779,0.243886,0.132672
46969.0,0.0744818,0.0326888,0.328942,0.146785,0.383797,0.033305
46970.0,0.121132,0.00711461,0.572098,0.163705,0.114938,0.0210136
46971.0,0.227815,0.0472552,0.220256,0.344908,0.145879,0.0138866
46972.0,0.0262549,0.0937954,0.205261,0.491281,0.0580205,0.125388
46973.0,0.236198,0.0833168,0.124362,0.336852,0.0852768,0.133994
46974.0,0.276135,0.24011,0.220165,0.20839,0.00130481,0.0538957
46975.0,0.0155374,0.376809,0.0885899,0.126308,0.227939,0.164816
46976.0,0.439483,0.103066,0.29606,0.0175357,0.124266,0.0195897
46977.0,0.122346,0.162666,0.192456,0.180242,0.1096,0.232691
46978.0,0.131323,0.168333,0.00334886,0.157889,0.44917,0.0899355
46979.0,0.0848588,0.268197,0.170878,0.41096,0.0351589,0.0299477
46980.0,0.286537,0.472619,0.0178077,0.199579,0.000206035,0.0232514
46981.0,0.0767861,0.334807,0.297814,0.12275,0.0319266,0.135917
46982.0,0.0209174,0.157088,0.374355,0.243185,0.195887,0.00856822
46983.0,0.0617426,0.195579,0.159669,0.209758,0.128425,0.244827
46984.0,0.0999909,0.194135,0.00263983,0.0288937,0.438636,0.235704
46985.0,0.00255326,0.101757,0.11753,0.423515,0.152565,0.20208
46986.0,0.0978649,0.298632,0.2901,0.0834618,0.0878666,0.142074
46987.0,0.115336,0.0219464,0.0460079,0.0095327,0.773896,0.0332806
46988.0,0.0547681,0.018026,0.407642,0.0796127,0.187691,0.25226
46989.0,0.24483,0.091994,0.0341443,0.582614,0.0276403,0.0187772
46990.0,0.161261,0.0678068,0.277241,0.340759,0.0711564,0.081776
46991.0,0.0735697,0.204489,0.143631,0.009109,0.266615,0.302585
46992.0,0.0512404,0.144335,0.0779336,0.410746,0.3003,0.0154455
46993.0,0.154185,0.0305078,0.167768,0.089359,0.466215,0.0919649
46994.0,0.0228023,0.120608,0.0962962,0.144818,0.0462386,0.569237
46995.0,0.235996,0.206673,0.107253,0.00101629,0.0708213,0.37824
46996.0,0.521799,0.0393044,0.0666916,0.0813479,0.277768,0.0130894
46997.0,0.274041,0.467004,0.0240846,0.144758,0.0563659,0.0337461
46998.0,0.511627,0.00140758,0.109397,0.0390922,0.29357,0.0449072
46999.0,0.387958,0.148206,0.0554853,0.00583112,0.214597,0.187923
47000.0,0.232164,0.136236,0.329417,0.13198,0.0441573,0.126047
47001.0,0.107166,0.10636,0.386459,0.0265317,0.327323,0.0461593
47002.0,0.216311,0.0487924,0.210907,0.214024,0.246378,0.0635881
47003.0,0.0067193,0.428386,0.098208,0.146798,0.145275,0.174614
47004.0,0.305886,0.151573,0.152489,0.073989,0.0508641,0.265199
47005.0,0.113977,0.174151,0.108258,0.0282586,0.196955,0.3784
47006.0,0.216236,0.123862,0.119763,0.429584,0.0680137,0.0425423
47007.0,0.010521,0.208175,0.210524,0.0857584,0.0844949,0.400526
47008.0,0.395478,0.181924,0.120621,0.160493,0.0991166,0.0423666
47009.0,0.191435,0.0211093,0.276377,0.0959422,0.379561,0.0355759
47010.0,0.148346,0.0931723,0.278872,0.119165,0.0575841,0.302861
47011.0,0.207875,0.0395374,0.00628631,0.106769,0.367308,0.272225
47012.0,0.0309174,0.17199,0.101308,0.0131494,0.326813,0.355823
47013.0,0.0454085,0.248915,0.219609,0.20909,0.242831,0.0341453
47014.0,0.227259,0.0791918,0.172008,0.04997,0.0122942,0.459277
47015.0,0.47856,0.0617606,0.0723952,0.0180655,0.182127,0.187092
47016.0,0.00205988,0.14834,0.178109,0.444621,0.196327,0.030543
47017.0,0.000547304,0.60151,0.210539,0.0996057,0.03297,0.0548284
47018.0,0.282297,0.237487,0.105607,0.153661,0.158511,0.0624365
47019.0,0.390474,0.0624741,0.180198,0.293244,0.0308112,0.0427991
47020.0,0.361645,0.0409458,0.0460888,0.11509,0.144859,0.291371
47021.0,0.0859114,0.120923,0.54585,0.144451,0.0708868,0.0319785
47022.0,0.14747,0.122023,0.0377757,0.40959,0.16918,0.113961
47023.0,0.463577,0.356822,0.0898935,0.0498773,0.0127955,0.0270352
47024.0,0.00629567,0.423887,0.0670248,0.176279,0.252151,0.0743625
47025.0,0.0892458,0.303333,0.193251,0.0946029,0.247102,0.0724657
47026.0,0.115112,0.0952645,0.316829,0.338409,0.12226,0.0121249
47027.0,0.335952,0.240064,0.148963,0.141554,0.061757,0.0717099
47028.0,0.31208,0.203707,0.0742722,0.1388,0.0274169,0.243724
47029.0,0.206212,0.0347763,0.61075,0.0295082,0.0349066,0.083847
47030.0,0.0164566,0.429135,0.0334502,0.451719,0.0352588,0.0339809
47031.0,0.0122365,0.174828,0.132273,0.104382,0.438217,0.138064
47032.0,0.113368,0.0988165,0.426142,0.0255984,0.0154237,0.320651
47033.0,0.0693269,0.190212,0.208954,0.260871,0.137415,0.133221
47034.0,0.145862,0.271468,0.00849969,0.346788,0.0106042,0.216778
47035.0,0.349133,0.0487619,0.257809,0.0625626,0.166724,0.115011
47036.0,0.161383,0.0203417,0.251866,0.526176,0.027353,0.0128806
47037.0,0.0348664,0.18621,0.438644,0.0469726,0.00995418,0.283353
47038.0,0.146093,0.0232604,0.0950913,0.145616,0.225741,0.364198
47039.0,0.0888474,0.364479,0.156257,0.0290468,0.348832,0.0125375
47040.0,0.372022,0.0604285,0.0123731,0.0807857,0.277935,0.196456
47041.0,0.105276,0.130198,0.269302,0.00777486,0.418612,0.0688365
47042.0,0.132015,0.145301,0.19633,0.0451553,0.128658,0.35254
47043.0,0.286238,0.0375159,0.10573,0.257314,0.292719,0.020484
47044.0,0.077542,0.0173405,0.00144592,0.736258,0.142821,0.0245927
47045.0,0.169918,0.248136,0.187278,0.257926,0.0390215,0.0977207
47046.0,0.357595,0.133565,0.0245046,0.103969,0.303367,0.0769988
47047.0,0.0830615,0.095439,0.0916696,0.459731,0.0862981,0.1838
47048.0,0.167471,0.109692,0.0873363,0.248128,0.260335,0.127038
47049.0,0.461778,0.117908,0.00248447,0.0572943,0.196069,0.164465
47050.0,0.260661,0.182688,0.230729,0.132862,0.156742,0.0363174
47051.0,0.0482166,0.387728,0.0593767,0.0107489,0.425967,0.0679628
47052.0,0.0675134,0.249146,0.114186,0.306184,0.121603,0.141368
47053.0,0.00984194,0.0767715,0.0498358,0.425777,0.413968,0.0238061
47054.0,0.131711,0.0803327,0.0759389,0.246187,0.128216,0.337615
47055.0,0.162624,0.0806169,0.104773,0.42943,0.181795,0.040761
47056.0,0.00388354,0.0677544,0.35364,0.106842,0.417899,0.0499799
47057.0,0.404907,0.063439,0.107017,0.0991827,0.320499,0.00495517
47058.0,0.268741,0.00345296,0.0503448,0.331372,0.165081,0.181008
47059.0,0.181946,0.135508,0.0465151,0.0188753,0.0233308,0.593825
47060.0,0.150583,0.242027,0.467175,0.0937343,0.0338955,0.0125857
47061.0,0.296843,0.0948722,0.00246816,0.12007,0.354565,0.131182
47062.0,0.412128,0.197917,0.099901,0.125532,0.0453041,0.119218
47063.0,0.0106476,0.112275,0.608311,0.0179709,0.116312,0.134484
47064.0,0.0628077,0.0204564,0.703587,0.163069,0.034905,0.0151745
47065.0,0.605916,0.10428,0.0578268,0.0182953,0.191858,0.0218239
47066.0,0.013847,0.106076,0.182465,0.134062,0.525669,0.0378812
47067.0,0.162191,0.188762,0.351153,0.0852793,0.0442845,0.168329
47068.0,0.0410429,0.068759,0.329545,0.195426,0.13492,0.230307
47069.0,0.158645,0.359654,0.237327,0.0296304,0.153095,0.0616493
47070.0,0.116543,0.147037,0.111313,0.102911,0.462936,0.0592605
47071.0,0.020254,0.0595746,0.154711,0.0885162,0.342768,0.334176
47072.0,0.321787,0.409686,0.00475024,0.08484,0.133852,0.0450843
47073.0,0.204429,0.0128878,0.52756,0.00201619,0.0297957,0.223311
47074.0,0.057495,0.112172,0.273797,0.548067,0.0027025,0.00576645
47075.0,0.0145311,0.093313,0.464739,0.0446978,0.051152,0.331567
47076.0,0.222563,0.224954,0.0781276,0.182017,0.00441501,0.287924
47077.0,0.200279,0.100169,0.472538,0.0248553,0.130359,0.0718001
47078.0,0.0224549,0.140691,0.0403311,0.354306,0.150231,0.291987
47079.0,0.1205,0.486585,0.193822,0.00696335,0.0513775,0.140752
47080.0,0.0497821,0.201904,0.27032,0.0873945,0.332312,0.0582872
47081.0,0.404268,0.0901254,0.101888,0.122229,0.188777,0.092713
47082.0,0.429413,0.0839641,0.0911404,0.00608546,0.214375,0.175023
47083.0,0.157283,0.0409572,0.252477,0.0749079,0.355102,0.119272
47084.0,0.0358607,0.1613,0.227053,0.339228,0.0255617,0.210997
47085.0,0.0992566,0.360486,0.210765,0.255065,0.0673297,0.00709813
47086.0,0.0268188,0.186107,0.153689,0.180645,0.336846,0.115894
47087.0,0.301159,0.0251354,0.106096,0.141647,0.330557,0.0954059
47088.0,0.0488129,0.144197,0.0495578,0.11836,0.463388,0.175684
47089.0,0.0304232,0.107684,0.0674371,0.13188,0.317488,0.345087
47090.0,0.0392203,0.102776,0.366326,0.134491,0.284461,0.0727255
47091.0,0.0749141,0.437847,0.123945,0.0396445,0.269593,0.0540563
47092.0,0.0860756,0.338631,0.0855652,0.225563,0.204661,0.0595048
47093.0,0.0440016,0.228964,0.525727,0.0886564,0.00456289,0.108088
47094.0,0.150929,0.210066,0.0324445,0.213331,0.0603996,0.332831
47095.0,0.244402,0.149984,0.166106,0.227685,0.0564855,0.155338
47096.0,0.0228142,0.0115466,0.085972,0.469442,0.316723,0.0935019
47097.0,0.275167,0.00873697,0.26006,0.141281,0.0927642,0.221991
47098.0,0.234435,0.131837,0.276215,0.229264,0.0267761,0.101472
47099.0,0.0212084,0.178542,0.118833,0.264883,0.134301,0.282233
47100.0,0.0151112,0.24223,0.128377,0.145039,0.194765,0.274478
47101.0,0.114653,0.0945529,0.362021,0.240625,0.0158974,0.172251
47102.0,0.484007,0.165127,0.00167482,0.124545,0.142232,0.0824141
47103.0,0.093426,0.196868,0.123042,0.0133889,0.235484,0.337792
47104.0,0.00141942,0.0822825,0.336603,0.114567,0.131378,0.333751
47105.0,0.190448,0.122805,0.00228049,0.400204,0.060499,0.223764
47106.0,0.02421,0.0707906,0.0995627,0.244997,0.324747,0.235693
47107.0,0.179207,0.187289,0.0909816,0.0125071,0.450188,0.0798279
47108.0,0.101484,0.14128,0.23732,0.239643,0.0180984,0.262174
47109.0,0.013602,0.487129,0.0420872,0.189668,0.0241343,0.243379
47110.0,0.011068,0.0462754,0.139861,0.290181,0.38437,0.128245
47111.0,0.276965,0.093281,0.0225093,0.247354,0.278011,0.0818804
47112.0,0.257543,0.0489681,0.544819,0.0207681,0.0544666,0.073436
47113.0,0.158433,0.201069,0.378245,0.0167973,0.0445146,0.200941
47114.0,0.226178,0.140419,0.31911,0.0312373,0.132406,0.15065
47115.0,0.00284461,0.458836,0.253865,0.0491749,0.00284663,0.232433
47116.0,0.174486,0.218926,0.0619781,0.159372,0.24547,0.139767
47117.0,0.0407572,0.00394721,0.467248,0.0954183,0.311624,0.0810047
47118.0,0.200002,0.122739,0.0903431,0.202344,0.0475349,0.337037
47119.0,0.100369,0.510569,0.102561,0.151333,0.0237428,0.111425
47120.0,0.269355,0.0332334,0.43974,0.0311288,0.217633,0.00890988
47121.0,0.198256,0.202248,0.146904,0.360979,0.0112038,0.0804102
47122.0,0.297775,0.0563537,0.39416,0.0376927,0.10135,0.112668
47123.0,0.187978,0.01575,0.174882,0.229058,0.101303,0.291029
47124.0,0.106113,0.414811,0.16794,0.0419233,0.0578602,0.211353
47125.0,0.0888035,0.0392199,0.312188,0.198546,0.125353,0.23589
47126.0,0.059566,0.378851,0.0192827,0.437109,0.0570467,0.0481439
47127.0,0.402441,0.0160688,0.360213,0.000784128,0.0341186,0.186375
47128.0,0.162611,0.472217,0.242044,0.0223535,0.0753952,0.0253796
47129.0,0.235082,0.0283331,0.00539615,0.23852,0.313374,0.179295
47130.0,0.197647,0.0897478,0.0388293,0.00491364,0.0844319,0.58443
47131.0,0.0588613,0.229054,0.175043,0.0597643,0.39828,0.0789969
47132.0,0.133032,0.664125,0.127269,0.0225544,0.00652329,0.0464968
47133.0,0.0589383,0.10453,0.159203,0.00485307,0.241117,0.431359
47134.0,0.611022,0.0673423,0.149442,0.079753,0.0187143,0.073726
47135.0,0.0749915,0.185605,0.0486783,0.188921,0.286687,0.215118
47136.0,0.34745,0.11826,0.239902,0.0517343,0.127387,0.115266
47137.0,0.0448221,0.117077,0.325093,0.394002,0.0941414,0.0248638
47138.0,0.189751,0.0114889,0.156604,0.399674,0.132977,0.109505
47139.0,0.250903,0.0240227,0.0789181,0.174928,0.459501,0.0117266
47140.0,0.0866665,0.169734,0.563682,0.0480414,0.0130174,0.118859
47141.0,0.0554061,0.0537014,0.0464439,0.171757,0.315761,0.356931
47142.0,0.38694,0.0972827,0.0187387,0.364752,0.128849,0.00343628
47143.0,0.320585,0.0550502,0.125962,0.125843,0.277531,0.0950295
47144.0,0.0871712,0.31101,0.105976,0.154743,0.296488,0.044611
47145.0,0.043527,0.240868,0.227742,0.0386407,0.159018,0.290203
47146.0,0.0338274,0.354518,0.0518405,0.060514,0.316473,0.182827
47147.0,0.106249,0.0954213,0.166221,0.0667216,0.477637,0.0877504
47148.0,0.204775,0.0505258,0.00746962,0.145176,0.575621,0.0164314
47149.0,0.0836963,0.572727,0.178701,0.100074,0.0211804,0.0436206
47150.0,0.156641,0.294951,0.307532,0.0688455,0.103126,0.0689046
47151.0,0.123777,0.0943905,0.0540568,0.57212,0.124561,0.0310944
47152.0,0.0662612,0.0552402,0.00303869,0.248494,0.138904,0.488063
47153.0,0.524646,0.0558222,0.0681278,0.303542,0.0209162,0.0269461
47154.0,0.0983414,0.0119685,0.16349,0.323357,0.374791,0.0280521
47155.0,0.09335,0.225789,0.0533938,0.181002,0.219116,0.227349
47156.0,0.655678,0.0170468,0.0834279,0.119893,0.0361695,0.0877848
47157.0,0.155761,0.189984,0.131724,0.168515,0.265076,0.0889405
47158.0,0.126763,0.0379631,0.0667563,0.213767,0.0304999,0.524251
47159.0,0.0103577,0.272193,0.188217,0.115806,0.188085,0.225341
47160.0,0.115594,0.555126,0.00538014,0.0834698,0.208395,0.0320348
47161.0,0.56961,0.15783,0.13805,0.0584757,0.0618811,0.0141533
47162.0,0.0398849,0.125834,0.218286,0.376047,0.175505,0.0644426
47163.0,0.0242479,0.269373,0.208322,0.162345,0.182453,0.153258
47164.0,0.214346,0.0887632,0.0594286,0.541315,0.0693663,0.0267815
47165.0,0.111961,0.63847,0.0460778,0.167142,0.0163452,0.0200039
47166.0,0.193285,0.00845413,0.0993985,0.0832432,0.463361,0.152259
47167.0,0.0214098,0.00657834,0.542229,0.207889,0.172289,0.0496046
47168.0,0.0121722,0.0775599,0.220161,0.131662,0.552244,0.00620037
47169.0,0.0688795,0.180604,0.0765128,0.435104,0.0378219,0.201078
47170.0,0.309817,0.293147,0.110274,0.145189,0.0732492,0.0683233
47171.0,0.0334861,0.241131,0.215681,0.223928,0.0152767,0.270497
47172.0,0.202413,0.0597374,0.366389,0.313832,0.0524171,0.00521079
47173.0,0.18447,0.0644117,0.123088,0.183112,0.0239884,0.42093
47174.0,0.416227,0.0505168,0.0964448,0.199356,0.0198357,0.217619
47175.0,0.0112362,0.0823049,0.0551637,0.680945,0.0738407,0.0965092
47176.0,0.0254691,0.300643,0.412824,0.140704,0.11627,0.00409029
47177.0,0.109627,0.118085,0.257328,0.0993539,0.187708,0.227897
47178.0,0.170928,0.177749,0.284651,0.0406146,0.29772,0.0283369
47179.0,0.238591,0.376732,0.142553,0.190305,0.00448144,0.0473373
47180.0,0.0765646,0.0224499,0.205779,0.245821,0.404396,0.0449902
47181.0,0.646398,0.137897,0.0313526,0.0849076,0.00751071,0.0919339
47182.0,0.156529,0.116564,0.379222,0.232121,0.0989993,0.0165645
47183.0,0.440703,0.220781,0.221714,0.0772387,0.0329536,0.00660957
47184.0,0.195829,0.36374,0.132322,0.0684298,0.206476,0.0332029
47185.0,0.182267,0.142416,0.0227807,0.0573152,0.543972,0.051249
47186.0,0.353477,0.0102641,0.000426173,0.577949,0.0471383,0.0107448
47187.0,0.163967,0.297012,0.199924,0.0498699,0.0251057,0.264122
47188.0,0.370258,0.107068,0.211786,0.00951776,0.130794,0.170576
47189.0,0.20532,0.22709,0.012545,0.542795,0.00830512,0.00394511
47190.0,0.137682,0.310168,0.193355,0.0408171,0.158856,0.159121
47191.0,0.211428,0.13526,0.0439939,0.180345,0.321282,0.107692
47192.0,0.0415771,0.0165322,0.225193,0.0471065,0.0812809,0.58831
47193.0,0.0731128,0.191655,0.231336,0.206419,0.0643798,0.233097
47194.0,0.183127,0.062536,0.108373,0.35564,0.261724,0.0285999
47195.0,0.345002,0.146007,0.129544,0.214304,0.0476182,0.117525
47196.0,0.0511246,0.092573,0.0611659,0.0787328,0.239611,0.476793
47197.0,0.16118,0.3457,0.0578709,0.0156726,0.277,0.142577
47198.0,0.204442,0.0898603,0.0675429,0.0265335,0.254647,0.356974
47199.0,0.20374,0.17606,0.114112,0.141145,0.0113077,0.353635
47200.0,0.0512472,0.0846862,0.151061,0.111735,0.0633235,0.537947
47201.0,0.195528,0.126883,0.140242,0.24947,0.0190316,0.268846
47202.0,0.251299,0.0973689,0.256336,0.26044,0.0895987,0.0449575
47203.0,0.121979,0.0767453,0.131866,0.201878,0.223978,0.243555
47204.0,0.0321001,0.282295,0.00324711,0.288996,0.13286,0.260501
47205.0,0.0666685,0.318744,0.0258491,0.312606,0.228302,0.0478303
47206.0,0.200355,0.065228,0.320046,0.0575527,0.103859,0.25296
47207.0,0.142759,0.106461,0.365306,0.191711,0.145426,0.0483355
47208.0,0.153523,0.366939,0.190289,0.102025,0.117273,0.0699508
47209.0,0.192068,0.476816,0.0364885,0.175835,0.0866512,0.032141
47210.0,0.112253,0.25905,0.22495,0.0621274,0.0481388,0.293481
47211.0,0.116187,0.169498,0.289631,0.128636,0.132489,0.163559
47212.0,0.0782822,0.387806,0.235424,0.107996,0.0565906,0.133901
47213.0,0.012496,0.00325958,0.0106189,0.182121,0.718133,0.0733716
47214.0,0.17986,0.0712814,0.13868,0.160977,0.205773,0.243429
47215.0,0.113511,0.129616,0.12993,0.137325,0.133406,0.356211
47216.0,0.23026,0.0649593,0.327963,0.0944422,0.100388,0.181988
47217.0,0.168084,0.161398,0.250598,0.351091,0.0558385,0.0129914
47218.0,0.310359,0.0926268,0.23546,0.0724978,0.0523427,0.236713
47219.0,0.0126901,0.157942,0.363133,0.0458254,0.182512,0.237898
47220.0,0.0655204,0.0105572,0.434148,0.304131,0.0596318,0.126011
47221.0,0.226133,0.095549,0.235661,0.0486107,0.050266,0.343781
47222.0,0.12183,0.442195,0.0953938,0.0510554,0.101131,0.188395
47223.0,0.143591,0.0829978,0.272402,0.0528413,0.227516,0.220652
47224.0,0.505323,0.0210139,0.170335,0.0761953,0.0151727,0.21196
47225.0,0.101453,0.110148,0.149848,0.369572,0.186224,0.082756
47226.0,0.22618,0.392199,0.128605,0.0388615,0.113997,0.100158
47227.0,0.263937,0.00138367,0.220161,0.335964,0.0833673,0.0951872
47228.0,0.0830147,0.0323393,0.356948,0.088494,0.429083,0.0101215
47229.0,0.166692,0.247433,0.229168,0.185975,0.107507,0.0632255
47230.0,0.0705172,0.446218,0.142621,0.304859,0.0168133,0.018971
47231.0,0.28288,0.0972478,0.204646,0.0278524,0.158499,0.228875
47232.0,0.376954,0.0292359,0.0375812,0.0231608,0.0703682,0.4627
47233.0,0.00252381,0.212871,0.0578255,0.113372,0.34225,0.271158
47234.0,0.0624993,0.307907,0.0377622,0.118197,0.353358,0.120277
47235.0,0.103461,0.233864,0.0457687,0.201391,0.0184202,0.397095
47236.0,0.0612289,0.131903,0.0564231,0.0669366,0.44969,0.233819
47237.0,0.0793402,0.261282,0.0659265,0.137742,0.0529203,0.402789
47238.0,0.223872,0.0613113,0.0727935,0.429031,0.179855,0.0331367
47239.0,0.0383437,0.00292571,0.0580955,0.0737977,0.210353,0.616484
47240.0,0.141905,0.0386005,0.0599068,0.138236,0.0249711,0.596381
47241.0,0.0773694,0.278937,0.200222,0.0586796,0.291354,0.0934377
47242.0,0.0660947,0.646901,0.071404,0.0263588,0.156872,0.0323692
47243.0,0.00964654,0.48389,0.0790505,0.107414,0.224535,0.0954642
47244.0,0.226915,0.0193252,0.120776,0.269794,0.3501,0.0130896
47245.0,0.0950866,0.4147,0.0284029,0.0370785,0.195076,0.229656
47246.0,0.318822,0.0683931,0.216081,0.210453,0.175493,0.0107579
47247.0,0.397817,0.0767756,0.0785617,0.225351,0.036947,0.184548
47248.0,0.00950445,0.453662,0.0429064,0.131348,0.0449165,0.317662
47249.0,0.492832,0.0277241,0.186416,0.0603908,0.131078,0.10156
47250.0,0.223743,0.0156657,0.0275294,0.0108755,0.625229,0.0969572
47251.0,0.0919557,0.288946,0.00654562,0.0331787,0.260996,0.318379
47252.0,0.109864,0.169634,0.337408,0.0150326,0.100545,0.267517
47253.0,0.315917,0.0324454,0.048122,0.306305,0.124725,0.172486
47254.0,0.373009,0.198271,0.222689,0.0326265,0.103848,0.0695572
47255.0,0.0475399,0.0181725,0.241048,0.568197,0.0223921,0.102651
47256.0,0.0853915,0.211847,0.00251314,0.0121938,0.211206,0.476849
47257.0,0.149965,0.0158265,0.3447,0.080311,0.195645,0.213552
47258.0,0.335196,0.089854,0.145062,0.247073,0.0355005,0.147314
47259.0,0.27018,0.130263,0.219362,0.159108,0.143422,0.0776659
47260.0,0.204392,0.266479,0.0935427,0.220211,0.0279383,0.187436
47261.0,0.0206832,0.153169,0.207005,0.432595,0.0489721,0.137576
47262.0,0.0913995,0.388406,0.0832206,0.0281293,0.223326,0.185519
47263.0,0.0975819,0.238344,0.180977,0.234777,0.148402,0.0999185
47264.0,0.054399,0.362517,0.125356,0.341262,0.0194027,0.0970643
47265.0,0.112824,0.240834,0.308699,0.167117,0.099201,0.0713238
47266.0,0.0731682,0.014253,0.280214,0.570463,0.0243755,0.0375268
47267.0,0.219866,0.278041,0.114726,0.164168,0.120171,0.103028
47268.0,0.163116,0.0250486,0.128043,0.179741,0.367408,0.136643
47269.0,0.124756,0.112013,0.366242,0.307538,0.0844468,0.00500448
47270.0,0.0169574,0.219589,0.0246962,0.51745,0.0823088,0.138999
47271.0,0.0755663,0.0351035,0.319814,0.0749719,0.386482,0.108063
47272.0,0.363013,0.0442268,0.333343,0.100991,0.0589965,0.0994303
47273.0,0.13488,0.163917,0.0741068,0.0801156,0.182144,0.364836
47274.0,0.119669,0.109803,0.0212611,0.20189,0.416195,0.131182
47275.0,0.0202102,0.165877,0.0343232,0.370734,0.104695,0.30416
47276.0,0.0674316,0.0983159,0.148262,0.210409,0.24609,0.229492
47277.0,0.0409469,0.368336,0.0413487,0.260335,0.0169965,0.272037
