simulation,Entropy,Sharpness,Gradient,RMS_Contrast,SNR
61816.0,0.166844,0.0844535,0.314864,0.19038,0.243458
61817.0,0.098003,0.0219003,0.168755,0.514379,0.196963
61818.0,0.155644,0.0420517,0.140094,0.439362,0.222848
61819.0,0.158056,0.552023,0.0395408,0.146676,0.103705
61820.0,0.230924,0.430524,0.00609548,0.128188,0.204269
61821.0,0.133674,0.53621,0.129008,0.0823226,0.118785
61822.0,0.0226503,0.0466394,0.0640085,0.474095,0.392607
61823.0,0.204607,0.14189,0.26572,0.0151779,0.372606
61824.0,0.00641661,0.0889881,0.0441331,0.716116,0.144346
61825.0,0.0191105,0.730833,0.192601,0.0354303,0.022025
61826.0,0.26852,0.0491217,0.410786,0.122965,0.148607
61827.0,0.526422,0.0861962,0.0809671,0.0665459,0.239869
61828.0,0.179527,0.417174,0.0436711,0.273054,0.0865737
61829.0,0.366032,0.238238,0.222475,0.0431476,0.130108
61830.0,0.623001,0.0623853,0.0927201,0.177806,0.0440871
61831.0,0.155477,0.469985,0.125089,0.109718,0.139731
61832.0,0.465808,0.143859,0.0137316,0.101986,0.274616
61833.0,0.0722684,0.125511,0.0239533,0.314922,0.463346
61834.0,0.136074,0.139835,0.140089,0.110815,0.473187
61835.0,0.211017,0.0172002,0.272555,0.404859,0.0943689
61836.0,0.0228196,0.0541733,0.297231,0.469172,0.156604
61837.0,0.0457533,0.0918063,0.155823,0.364404,0.342214
61838.0,0.0290169,0.259514,0.617369,0.0694121,0.0246879
61839.0,0.448562,0.107131,0.0528984,0.132899,0.258509
61840.0,0.090383,0.361575,0.0301131,0.160683,0.357246
61841.0,0.399372,0.214911,0.341723,0.00585828,0.0381356
61842.0,0.159116,0.182678,0.0874737,0.204518,0.366214
61843.0,0.20498,0.312855,0.13655,0.01022,0.335395
61844.0,0.0128749,0.0624151,0.374945,0.303712,0.246053
61845.0,0.453519,0.018587,0.0320783,0.28471,0.211106
61846.0,0.109852,0.1121,0.102119,0.0688647,0.607064
61847.0,0.316884,0.0136117,0.13492,0.297822,0.236762
61848.0,0.108709,0.270378,0.475634,0.067131,0.0781485
61849.0,0.197971,0.277197,0.207163,0.166461,0.151208
61850.0,0.0836161,0.167226,0.201792,0.277171,0.270195
61851.0,0.276286,0.230928,0.0758282,0.261878,0.155079
61852.0,0.209624,0.0671685,0.0390081,0.598196,0.0860033
61853.0,0.470285,0.359307,0.0616142,0.103011,0.00578342
61854.0,0.296944,0.184431,0.249676,0.137259,0.131689
61855.0,0.195172,0.0879556,0.433338,0.148401,0.135133
61856.0,0.108046,0.119949,0.0771686,0.683624,0.0112121
61857.0,0.393484,0.234792,0.28023,0.0379025,0.0535922
61858.0,0.0177271,0.267784,0.0507032,0.5746,0.0891852
61859.0,0.204605,0.211588,0.114331,0.025183,0.444293
61860.0,0.296407,0.36433,0.0957568,0.0299373,0.213569
61861.0,0.179642,0.201226,0.243269,0.113083,0.262779
61862.0,0.0792237,0.175071,0.139703,0.204132,0.40187
61863.0,0.636647,0.0324276,0.0127656,0.192613,0.125548
61864.0,0.104916,0.439017,0.104353,0.00217577,0.349538
61865.0,0.0790621,0.143192,0.620235,0.126418,0.0310938
61866.0,0.132258,0.158026,0.0142604,0.483998,0.211457
61867.0,0.120424,0.167906,0.186562,0.350628,0.17448
61868.0,0.0132211,0.247497,0.304344,0.0758989,0.359039
61869.0,0.218312,0.0541791,0.136996,0.0628412,0.527672
61870.0,0.118583,0.329062,0.169791,0.031895,0.350669
61871.0,0.0755689,0.236662,0.118914,0.0281375,0.540717
61872.0,0.502002,0.11459,0.186193,0.0760792,0.121136
61873.0,0.269383,0.129011,0.147218,0.140845,0.313543
61874.0,0.552516,0.0377348,0.0379024,0.0281567,0.34369
61875.0,0.125638,0.0212734,0.26294,0.0755487,0.5146
61876.0,0.138333,0.00782274,0.0763877,0.731308,0.0461488
61877.0,0.183498,0.0654157,0.263762,0.162884,0.324441
61878.0,0.0814001,0.0983587,0.571262,0.161633,0.0873457
61879.0,0.32249,0.25909,0.0131236,0.273092,0.132204
61880.0,0.158217,0.150326,0.0844713,0.597313,0.00967315
61881.0,0.265649,0.217222,0.258711,0.146471,0.111947
61882.0,0.631273,0.108506,0.0154979,0.0146617,0.230061
61883.0,0.418662,0.255519,0.175298,0.0325418,0.117979
61884.0,0.0139888,0.237996,0.393734,0.0846999,0.269581
61885.0,0.111404,0.0915257,0.729633,0.0540271,0.0134099
61886.0,0.200826,0.153491,0.133084,0.180077,0.332521
61887.0,0.193575,0.0380499,0.0448973,0.230468,0.493009
61888.0,0.413358,0.0690417,0.164107,0.273287,0.0802068
61889.0,0.329745,0.0691786,0.0258364,0.423594,0.151647
61890.0,0.244483,3.4441e-05,0.731497,0.00993474,0.014051
61891.0,0.0833649,0.451529,0.217912,0.114224,0.13297
61892.0,0.0458548,0.571822,0.103152,0.109963,0.169208
61893.0,0.164971,0.215196,0.122363,0.462423,0.0350469
61894.0,0.237702,0.096589,0.0478319,0.343873,0.274004
61895.0,0.480001,0.286633,0.0921805,0.03268,0.108505
61896.0,0.933645,0.00449676,0.0265268,0.0205504,0.0147814
61897.0,0.37286,0.00754936,0.21019,0.181862,0.227538
61898.0,0.475048,0.171083,0.151075,0.058804,0.14399
61899.0,0.213734,0.609544,0.0902833,0.0351704,0.0512676
61900.0,0.0036454,0.535622,0.0358372,0.216391,0.208505
61901.0,0.0164781,0.232685,0.00946406,0.0494032,0.69197
61902.0,0.317516,0.0911204,0.133468,0.35011,0.107785
61903.0,0.235344,0.057006,0.251731,0.203651,0.252268
61904.0,0.0380684,0.680875,0.0307097,0.098282,0.152065
61905.0,0.00943114,0.294143,0.195753,0.0819275,0.418746
61906.0,0.168796,0.173047,0.311194,0.0707482,0.276215
61907.0,0.295506,0.442667,0.0914928,0.0138979,0.156436
61908.0,0.0728277,0.237968,0.238881,0.233302,0.217022
61909.0,0.497531,0.172254,0.166803,0.11118,0.052231
61910.0,0.00647376,0.0425642,0.443029,0.234734,0.273199
61911.0,0.20579,0.0135913,0.273018,0.0531304,0.45447
61912.0,0.0604583,0.118423,0.235381,0.298718,0.28702
61913.0,0.153683,0.0421125,0.275906,0.260178,0.268121
61914.0,0.0289852,0.310779,0.293199,0.236471,0.130566
61915.0,0.063192,0.0324327,0.443946,0.379707,0.0807222
61916.0,0.268812,0.0278596,0.300117,0.128634,0.274577
61917.0,0.149286,0.12714,0.0184506,0.129993,0.57513
61918.0,0.170347,0.0429413,0.299203,0.177548,0.30996
61919.0,0.173156,0.254365,0.311159,0.089104,0.172216
61920.0,0.0183239,0.108055,0.120281,0.403978,0.349361
61921.0,0.153493,0.268729,0.425968,0.118175,0.0336337
61922.0,0.0599767,0.134135,0.0393327,0.566646,0.19991
61923.0,0.196532,0.151543,0.262543,0.144707,0.244675
61924.0,0.212652,0.00833405,0.361921,0.325607,0.0914855
61925.0,0.0800751,0.0892724,0.0298045,0.426504,0.374344
61926.0,0.278048,0.0229908,0.117074,0.220911,0.360976
61927.0,0.065798,0.359403,0.0833292,0.425779,0.0656903
61928.0,0.0393379,0.321515,0.100143,0.066573,0.472431
61929.0,0.508019,0.165362,0.137862,0.120106,0.0686511
61930.0,0.0304679,0.567721,0.0861669,0.0158074,0.299836
61931.0,0.130842,0.0631594,0.0112672,0.405234,0.389498
61932.0,0.321319,0.209289,0.262209,0.117013,0.090169
61933.0,0.340044,0.185869,0.377486,0.000442721,0.0961592
61934.0,0.556609,0.0577042,0.104065,0.150167,0.131455
61935.0,0.23405,0.161721,0.00122003,0.339398,0.263611
61936.0,0.121655,0.374746,0.0525907,0.238396,0.212612
61937.0,0.19272,0.228774,0.29396,0.104556,0.179989
61938.0,0.0153474,0.326967,0.262033,0.0411057,0.354546
61939.0,0.242589,0.338674,0.103745,0.263564,0.0514281
61940.0,0.651566,0.0624252,0.138273,0.0496136,0.0981213
61941.0,0.115932,0.364617,0.151144,0.00230269,0.366003
61942.0,0.0460621,0.263315,0.369477,0.0805619,0.240585
61943.0,0.183539,0.0857176,0.211972,0.295364,0.223407
61944.0,0.0779643,0.171702,0.456962,0.0762452,0.217127
61945.0,0.0607015,0.249237,0.294348,0.3771,0.0186144
61946.0,0.592443,0.0168073,0.134027,0.0548797,0.201843
61947.0,0.104384,0.157303,0.606071,0.0587107,0.0735319
61948.0,0.161928,0.151073,0.0730173,0.321584,0.292398
61949.0,0.156583,0.047769,0.580187,0.0972487,0.118212
61950.0,0.0838074,0.158786,0.308432,0.295661,0.153313
61951.0,0.152964,0.319676,0.329896,0.0934632,0.104001
61952.0,0.0420065,0.123343,0.42821,0.129977,0.276464
61953.0,0.0904817,0.185833,0.00804601,0.0907377,0.624901
61954.0,0.00927842,0.40274,0.136568,0.360286,0.0911272
61955.0,0.493573,0.322165,0.0179189,0.0466789,0.119665
61956.0,0.0738256,0.208794,0.198406,0.126108,0.392867
61957.0,0.591513,0.106681,0.0586311,0.0928904,0.150285
61958.0,0.286947,0.0510476,0.429654,0.012306,0.220045
61959.0,0.297924,0.0498949,0.17049,0.274525,0.207166
61960.0,0.169341,0.579201,0.0809763,0.123761,0.0467206
61961.0,0.205921,0.442145,0.0485248,0.0330046,0.270405
61962.0,0.449669,0.133853,0.0226447,0.300252,0.0935805
61963.0,0.371657,0.266201,0.294645,0.00944885,0.0580475
61964.0,0.0130722,0.158437,0.550136,0.112826,0.165528
61965.0,0.44759,0.345326,0.0216793,0.126759,0.0586457
61966.0,0.321819,0.102881,0.277426,0.100856,0.197018
61967.0,0.298945,0.131744,0.356025,0.200887,0.0123989
61968.0,0.187313,0.213148,0.146953,0.27026,0.182326
61969.0,0.0458181,0.271822,0.25394,0.145005,0.283415
61970.0,0.196303,0.221725,0.0587431,0.293605,0.229624
61971.0,0.161262,0.382831,0.118204,0.251799,0.0859045
61972.0,0.146821,0.327417,0.0121691,0.348404,0.165189
61973.0,0.247578,0.142875,0.467351,0.0926547,0.0495423
61974.0,0.159213,0.446264,0.0736174,0.14835,0.172555
61975.0,0.0431594,0.286042,0.0830374,0.386993,0.200768
61976.0,0.509761,0.0705116,0.08678,0.28381,0.0491375
61977.0,0.136239,0.458195,0.0404138,0.140795,0.224358
61978.0,0.0571317,0.150238,0.467125,0.318685,0.00682135
61979.0,0.172697,0.335418,0.120534,0.357476,0.0138748
61980.0,0.0885688,0.123974,0.116695,0.0250515,0.645711
61981.0,0.0958829,0.065459,0.472303,0.150596,0.215759
61982.0,0.180979,0.319953,0.441021,0.0516058,0.00644168
61983.0,0.0320346,0.176852,0.0278322,0.701112,0.0621691
61984.0,0.243726,0.0594791,0.262436,0.0717119,0.362647
61985.0,0.0208292,0.184959,0.262067,0.0914875,0.440657
61986.0,0.0688297,0.0132372,0.272248,0.115646,0.530038
61987.0,0.0864032,0.235772,0.248887,0.256529,0.172408
61988.0,0.0790054,0.0376455,0.140759,0.317023,0.425568
61989.0,0.550737,0.061076,0.197158,0.0638018,0.127227
61990.0,0.00314132,0.088326,0.0624425,0.655215,0.190875
61991.0,0.0217638,0.101074,0.264933,0.353365,0.258865
61992.0,0.193163,0.051778,0.288142,0.350447,0.116471
61993.0,0.372368,0.0294091,0.260368,0.0276581,0.310196
61994.0,0.00481569,0.0669181,0.344768,0.527062,0.0564366
61995.0,0.073388,0.221909,0.151151,0.27223,0.281322
61996.0,0.0804852,0.0635297,0.291679,0.394274,0.170033
61997.0,0.232948,0.046209,0.076671,0.0111998,0.632972
61998.0,0.31466,0.218457,0.359562,0.0803658,0.0269556
61999.0,0.0827159,0.0184569,0.22965,0.175376,0.493801
62000.0,0.303041,0.351012,0.0618277,0.280836,0.0032833
62001.0,0.2808,0.0953592,0.551544,0.0612297,0.011067
62002.0,0.0304726,0.468868,0.237541,0.0951716,0.167946
62003.0,0.479841,0.0162815,0.33208,0.149917,0.0218816
62004.0,0.316494,0.0947981,0.188005,0.0104309,0.390272
62005.0,0.20139,0.183104,0.174083,0.359005,0.0824186
62006.0,0.168895,0.290015,0.216783,0.275367,0.0489411
62007.0,0.191941,0.0361145,0.424887,0.0499774,0.29708
62008.0,0.107209,0.0973788,0.0990729,0.110968,0.585371
62009.0,0.0462227,0.14639,0.028491,0.205476,0.57342
62010.0,0.155761,0.0653113,0.0618524,0.566345,0.15073
62011.0,0.0634556,0.0431314,0.0594541,0.445471,0.388488
62012.0,0.0362257,0.134217,0.142694,0.129826,0.557037
62013.0,0.234963,0.185401,0.121135,0.287937,0.170564
62014.0,0.165394,0.161308,0.278779,0.351715,0.0428042
62015.0,0.167051,0.133287,0.109961,0.531603,0.0580973
62016.0,0.119108,0.336758,0.160048,0.328568,0.0555182
62017.0,0.0187804,0.288184,0.138029,0.339789,0.215218
62018.0,0.260455,0.170971,0.170655,0.035762,0.362157
62019.0,0.389622,0.0506995,0.192663,0.338059,0.0289569
62020.0,0.283488,0.153864,0.165037,0.0442755,0.353337
62021.0,0.0988008,0.380314,0.321511,0.0439032,0.155471
62022.0,0.211925,0.211012,0.0894783,0.283432,0.204152
62023.0,0.00876436,0.283822,0.0693789,0.182647,0.455388
62024.0,0.465462,0.0830242,0.036725,0.358252,0.0565371
62025.0,0.255661,0.280848,0.0709414,0.312045,0.0805043
62026.0,0.479309,0.00563923,0.0484782,0.199563,0.267011
62027.0,0.649435,0.0117702,0.280225,0.031208,0.0273622
62028.0,0.0405676,0.262843,0.280172,0.306523,0.109894
62029.0,0.205297,0.107609,0.152925,0.227402,0.306767
62030.0,0.0961086,0.10376,0.090085,0.161021,0.549026
62031.0,0.322357,0.230207,0.123248,0.257784,0.0664047
62032.0,0.184752,0.208433,0.044412,0.133259,0.429144
62033.0,0.094181,0.161512,0.225691,0.180028,0.338588
62034.0,0.110352,0.350319,0.066887,0.127418,0.345024
62035.0,0.0987499,0.0318915,0.354752,0.2481,0.266506
62036.0,0.275381,0.0654256,0.369456,0.238365,0.051373
62037.0,0.408966,0.0753735,0.289391,0.0880072,0.138262
62038.0,0.0180674,0.282811,0.453145,0.0141564,0.23182
62039.0,0.157217,0.164959,0.419682,0.194487,0.0636548
62040.0,0.0116921,0.337311,0.2281,0.355476,0.0674207
62041.0,0.065518,0.407048,0.391148,0.0918337,0.0444514
62042.0,0.433923,0.27338,0.0409523,0.16332,0.088424
62043.0,0.183963,0.0615488,0.110203,0.00530332,0.638981
62044.0,0.162581,0.101271,0.0289749,0.229853,0.47732
62045.0,0.26111,0.227872,0.0126924,0.184141,0.314185
62046.0,0.613972,0.0402871,0.0747012,0.209661,0.0613782
62047.0,0.0698468,0.159206,0.0972253,0.664432,0.00928982
62048.0,0.194612,0.0288289,0.511557,0.262355,0.00264706
62049.0,0.316766,0.206309,0.112997,0.223658,0.140269
62050.0,0.393867,0.126153,0.0889736,0.281728,0.109278
62051.0,0.022094,0.489272,0.154872,0.0751948,0.258567
62052.0,0.097001,0.412871,0.209861,0.0179178,0.262349
62053.0,0.406079,0.0672691,0.211357,0.0669165,0.248378
62054.0,0.027221,0.48285,0.112239,0.0850965,0.292594
62055.0,0.0150972,0.037771,0.112162,0.409232,0.425737
62056.0,0.127535,0.129205,0.063267,0.179285,0.500708
62057.0,0.17633,0.242768,0.131488,0.298224,0.151191
62058.0,0.341523,0.0191158,0.0928488,0.152589,0.393923
62059.0,0.0546224,0.417549,0.0500301,0.176915,0.300884
62060.0,0.229579,0.0506673,0.104998,0.325684,0.289073
62061.0,0.0693584,0.650334,0.187263,0.0657137,0.0273316
62062.0,0.210477,0.52389,0.0808264,0.0962555,0.088551
62063.0,0.0951328,0.554841,0.0346728,0.239935,0.075418
62064.0,0.164383,0.00658362,0.155944,0.346414,0.326676
62065.0,0.504814,0.256552,0.00781033,0.201621,0.0292028
62066.0,0.149436,0.18685,0.0497618,0.00129468,0.612657
62067.0,0.00337355,0.27749,0.116017,0.416732,0.186387
62068.0,0.372234,0.181234,0.243766,0.0572351,0.14553
62069.0,0.139226,0.00174758,0.552975,0.168189,0.137862
62070.0,0.137577,0.291608,0.0221412,0.514806,0.0338688
62071.0,0.167326,0.00755436,0.0665405,0.401895,0.356684
62072.0,0.211391,0.343322,0.064812,0.3093,0.0711751
62073.0,0.665876,0.0676419,0.0797704,0.0919007,0.0948106
62074.0,0.232043,0.27669,0.140652,0.149479,0.201136
62075.0,0.185685,0.384007,0.040205,0.289829,0.100274
62076.0,0.461318,0.113188,0.173244,0.17292,0.0793301
62077.0,0.0122664,0.290934,0.0563556,0.200496,0.439948
62078.0,0.40055,0.157218,0.111155,0.134647,0.19643
62079.0,0.209285,0.31734,0.0510411,0.38129,0.0410438
62080.0,0.121005,0.03128,0.0735112,0.259214,0.514989
62081.0,0.359869,0.117135,0.199803,0.321682,0.00151195
62082.0,0.0831241,0.345481,0.28523,0.0712543,0.21491
62083.0,0.214235,0.00382998,0.00928923,0.417808,0.354838
62084.0,0.190476,0.0461214,0.0503855,0.214112,0.498905
62085.0,0.258566,0.208187,0.153725,0.161033,0.218488
62086.0,0.329528,0.337541,0.0979506,0.0934158,0.141565
62087.0,0.249506,0.303429,0.116752,0.178885,0.151429
62088.0,0.00991203,0.203753,0.210095,0.117446,0.458793
62089.0,0.119465,0.124748,0.304252,0.338813,0.112722
62090.0,0.0924158,0.000635527,0.433815,0.213473,0.259661
62091.0,0.000260622,0.671517,0.0520536,0.0171104,0.259059
62092.0,0.500314,0.31162,0.129982,0.02,0.0380838
62093.0,0.22557,0.369477,0.295223,0.0326129,0.0771171
62094.0,0.0951299,0.0668855,0.356275,0.293316,0.188393
62095.0,0.00302153,0.380106,0.217254,0.327076,0.0725426
62096.0,0.173522,0.0609995,0.105271,0.290149,0.370059
62097.0,0.43488,0.0467516,0.172786,0.00173819,0.343844
62098.0,0.0691443,0.138172,0.093651,0.404981,0.294053
62099.0,0.265366,0.297861,0.223964,0.17497,0.0378395
62100.0,0.453999,0.0458318,0.311476,0.0840481,0.104646
62101.0,0.143786,0.283266,0.33302,0.0998728,0.140055
62102.0,0.179271,0.284981,0.0264898,0.293274,0.215984
62103.0,0.127949,0.032753,0.199747,0.120018,0.519532
62104.0,0.647721,0.0607905,0.152361,0.101125,0.0380021
62105.0,0.140426,0.607429,0.208581,0.00739074,0.0361739
62106.0,0.102135,0.00910485,0.532058,0.336845,0.0198569
62107.0,0.113237,0.0678853,0.50172,0.0853101,0.231848
62108.0,0.0514182,0.0453681,0.134331,0.130991,0.637892
62109.0,0.363643,0.0288242,0.220294,0.357801,0.0294384
62110.0,0.299163,0.128242,0.0188946,0.291195,0.262507
62111.0,0.17926,0.100715,0.07075,0.192894,0.456381
62112.0,0.330913,0.292838,0.0182964,0.28015,0.0778022
62113.0,0.167504,0.045192,0.311024,0.249845,0.226435
62114.0,0.0739555,0.32302,0.0112516,0.51176,0.0800126
62115.0,0.189876,0.314965,0.0259535,0.218957,0.250249
62116.0,0.053339,0.451683,0.0368574,0.211375,0.246746
62117.0,0.220308,0.0787105,0.105286,0.552809,0.0428868
62118.0,0.540526,0.00865862,0.274674,0.108447,0.0676939
62119.0,0.0317097,0.125107,0.213184,0.486042,0.143957
62120.0,0.780105,0.00149344,0.00054601,0.0912921,0.126563
62121.0,0.257876,0.0858094,0.0265774,0.054571,0.575166
62122.0,0.651896,0.210057,0.0709839,0.0390836,0.0279786
62123.0,0.15477,0.00514264,0.19964,0.506112,0.134335
62124.0,0.315988,0.115607,0.01397,0.372908,0.181526
62125.0,0.138933,0.264172,0.199406,0.121812,0.275677
62126.0,0.0332855,0.576599,0.136105,0.196434,0.0575767
62127.0,0.137164,0.325016,0.127001,0.0857488,0.325071
62128.0,0.545104,0.203477,0.11971,0.0220344,0.109675
62129.0,0.121424,0.0308127,0.0657989,0.145566,0.636399
62130.0,0.0661658,0.307416,0.169861,0.0575134,0.399044
62131.0,0.0022974,0.224697,0.541756,0.190162,0.0410863
62132.0,0.111008,0.43638,0.187152,0.218749,0.0467105
62133.0,0.219258,0.373476,0.0661581,0.126493,0.214614
62134.0,0.683248,0.0810575,0.0250016,0.118542,0.0921511
62135.0,0.127419,0.27506,0.0590586,0.220457,0.318006
62136.0,0.0962399,0.452714,0.00797971,0.102268,0.340798
62137.0,0.316975,0.125189,0.152816,0.148447,0.256574
62138.0,0.554254,0.0746936,0.0925643,0.265747,0.012741
62139.0,0.0704225,0.416175,0.331716,0.0722962,0.10939
62140.0,0.0861315,0.0682963,0.340656,0.4801,0.0248161
62141.0,0.218966,0.302349,0.0639477,0.395135,0.0196018
62142.0,0.239876,0.0796419,0.0316264,0.217181,0.431675
62143.0,0.0992402,0.206409,0.275632,0.416641,0.00207785
62144.0,0.294127,0.10461,0.15937,0.285555,0.156338
62145.0,0.286267,0.187636,0.0073462,0.131826,0.386925
62146.0,0.100926,0.157279,0.131055,0.574021,0.0367182
62147.0,0.0380441,0.224298,0.0679774,0.335309,0.334371
62148.0,0.10132,0.253726,0.207577,0.17113,0.266246
62149.0,0.418919,0.0272588,0.0401172,0.189226,0.324479
62150.0,0.0643157,0.130615,0.107832,0.137023,0.560215
62151.0,0.189168,0.10502,0.143717,0.504997,0.057098
62152.0,0.163757,0.206091,0.129864,0.382124,0.118165
62153.0,0.263456,0.0517402,0.407307,0.200669,0.0768275
62154.0,0.321884,0.170199,0.0655166,0.403145,0.0392548
62155.0,0.164919,0.347253,0.161998,0.246069,0.0797607
62156.0,0.224952,0.448237,0.0221629,0.281315,0.0233332
62157.0,0.450069,0.191831,0.0505561,0.0186021,0.288942
62158.0,0.285356,0.0152351,0.448009,0.172038,0.0793617
62159.0,0.195616,0.231154,0.0650215,0.426291,0.0819174
62160.0,0.277823,0.129759,0.0847615,0.296956,0.2107
62161.0,0.440704,0.0582107,0.309658,0.0847032,0.106724
62162.0,0.524156,0.063576,0.32512,0.0730367,0.0141115
62163.0,0.249829,0.163185,0.0465295,0.239821,0.300635
62164.0,0.23101,0.349106,0.0132135,0.301458,0.105212
62165.0,0.123734,0.735803,0.0410976,0.032451,0.0669146
62166.0,0.244032,0.0194618,0.156481,0.0824555,0.49757
62167.0,0.148275,0.255899,0.0929363,0.197697,0.305192
62168.0,0.0155157,0.139264,0.174393,0.312097,0.358731
62169.0,0.0198911,0.0941786,0.722317,0.0317009,0.131913
62170.0,0.16208,0.29443,0.220196,0.0837644,0.239529
62171.0,0.0313363,0.0842993,0.52238,0.16047,0.201514
62172.0,0.342984,0.0933719,0.175392,0.0625797,0.325673
62173.0,0.0261841,0.225844,0.0903052,0.0732908,0.584376
62174.0,0.0900244,0.101492,0.311522,0.323932,0.173029
62175.0,0.110292,0.070952,0.202729,0.372601,0.243426
62176.0,0.326618,0.250779,0.0182588,0.247105,0.157239
62177.0,0.388724,0.0786432,0.153176,0.176725,0.202731
62178.0,0.206405,0.183294,0.228654,0.07795,0.303697
62179.0,0.263837,0.255411,0.33527,0.0375436,0.107938
62180.0,0.062498,0.0709087,0.638105,0.173794,0.0546939
62181.0,0.292395,0.131773,0.120762,0.16177,0.2933
62182.0,0.0318681,0.178606,0.136774,0.429464,0.223287
62183.0,0.0431684,0.0910914,0.0342926,0.545562,0.285886
62184.0,0.138733,0.147288,0.086289,0.394083,0.233607
62185.0,0.147886,0.00849918,0.28994,0.477918,0.0757568
62186.0,0.25404,0.336315,0.132483,0.00553599,0.271626
62187.0,0.144516,0.0339771,0.13815,0.123439,0.559918
62188.0,0.0210724,0.294452,0.000757787,0.480548,0.20317
62189.0,0.117036,0.205418,0.111147,0.495094,0.071305
62190.0,0.157865,0.249354,0.288781,0.091814,0.212186
62191.0,0.376602,0.0356075,0.0542218,0.192314,0.341255
62192.0,0.0238436,0.220864,0.348259,0.042299,0.364735
62193.0,0.417729,0.11669,0.0833237,0.151144,0.231113
62194.0,0.175059,0.16003,0.384045,0.053024,0.227841
62195.0,0.157822,0.152187,0.283982,0.245254,0.160755
62196.0,0.464303,0.0341986,0.288702,0.192236,0.0205602
62197.0,0.209116,0.321407,0.0879076,0.137549,0.244019
62198.0,0.0554848,0.0527198,0.388018,0.369478,0.1343
62199.0,0.0377159,0.323067,0.0963349,0.445577,0.097305
62200.0,0.0465644,0.140819,0.315723,0.318843,0.178051
62201.0,0.176084,0.0885576,0.0500661,0.344045,0.341247
62202.0,0.0992441,0.380905,0.356881,0.0189265,0.144043
62203.0,0.0124755,0.58152,0.289027,0.0876711,0.0293057
62204.0,0.112047,0.379693,0.238446,0.0471392,0.222675
62205.0,0.0200682,0.0131134,0.33073,0.271465,0.364623
62206.0,0.130455,0.390311,0.165185,0.188065,0.125984
62207.0,0.053386,0.27537,0.563591,0.0896729,0.0179804
62208.0,0.473349,0.337383,0.0696007,0.0302523,0.0894146
62209.0,0.224007,0.0582268,0.12042,0.522992,0.0743548
62210.0,0.452198,0.0773711,0.325646,0.0302962,0.114489
62211.0,0.104975,0.37087,0.254401,0.215388,0.054366
62212.0,0.185653,0.230391,0.0290875,0.426191,0.128678
62213.0,0.198643,0.0129267,0.0188883,0.263569,0.505973
62214.0,0.339388,0.0097338,0.00815274,0.638444,0.00428208
62215.0,0.527045,0.0253023,0.257178,0.093037,0.0974378
62216.0,0.162134,0.0335095,0.137159,0.438175,0.229022
62217.0,0.341192,0.0047932,0.36728,0.0706101,0.216126
62218.0,0.184095,0.0749432,0.409193,0.140985,0.190784
62219.0,0.432421,0.200667,0.220172,0.0662591,0.0804803
62220.0,0.00230448,0.125345,0.0546869,0.380158,0.437506
62221.0,0.117095,0.0906419,0.153804,0.279575,0.358884
62222.0,0.018166,0.040568,0.634382,0.00718397,0.2997
62223.0,0.0652601,0.344536,0.428435,0.126525,0.035244
62224.0,0.0848001,0.0582323,0.160155,0.146086,0.550727
62225.0,0.314443,0.0491652,0.0652331,0.484268,0.0868911
62226.0,0.162333,0.000107871,0.207108,0.230821,0.399631
62227.0,0.407466,0.104549,0.126579,0.330534,0.0308708
62228.0,0.451226,0.00544112,0.0834196,0.195898,0.264015
62229.0,0.210971,0.176,0.0558924,0.260273,0.296864
62230.0,0.0248912,0.399092,0.122271,0.260468,0.193277
62231.0,0.0622367,0.00161014,0.10543,0.824568,0.00615487
62232.0,0.205098,0.111206,0.241545,0.172261,0.26989
62233.0,0.144876,0.103739,0.337926,0.222443,0.191017
62234.0,0.463337,0.153883,0.0965759,0.192285,0.0939194
62235.0,0.482417,0.0512576,0.156979,0.0651253,0.244221
62236.0,0.085782,0.198544,0.414456,0.233814,0.0674037
62237.0,0.154234,0.260774,0.426527,0.0715823,0.0868823
62238.0,0.03121,0.021131,0.243912,0.393389,0.310358
62239.0,0.091667,0.275039,0.174311,0.410657,0.0483261
62240.0,0.0367913,0.190827,0.125266,0.239112,0.408003
62241.0,0.512759,0.040562,0.0362987,0.400667,0.00971325
62242.0,0.102513,0.361341,0.143071,0.0432884,0.349786
62243.0,0.25156,0.0564592,0.408371,0.000982115,0.282628
62244.0,0.144119,0.253883,0.0455898,0.0476831,0.508725
62245.0,0.482563,0.148794,0.0129581,0.0880714,0.267614
62246.0,0.273252,0.0319991,0.552961,0.12852,0.0132688
62247.0,0.0236768,0.237448,0.341253,0.391452,0.00616979
62248.0,0.464381,0.0916105,0.0161394,0.320315,0.107554
62249.0,0.101154,0.338214,0.0435367,0.120044,0.397051
62250.0,0.213938,0.502504,0.00522697,0.1626,0.115731
62251.0,0.0231157,0.524807,0.00832506,0.136675,0.307077
62252.0,0.353947,0.160813,0.137835,0.0460046,0.301401
62253.0,0.104737,0.374929,0.191203,0.262546,0.0665853
62254.0,0.585732,0.0417122,0.202946,0.0437698,0.12584
62255.0,0.309473,0.0558034,0.161126,0.42429,0.0493077
62256.0,0.271598,0.0780847,0.109295,0.114359,0.426664
62257.0,0.0925487,0.0422102,0.144784,0.0986055,0.621851
62258.0,0.482277,0.199906,0.0466574,0.155717,0.115443
62259.0,0.107917,0.536181,0.101576,0.237935,0.0163916
